Entity,Code,Date,Total confirmed cases (cases),Daily new confirmed cases (cases)
Afghanistan,AFG,"Mar 17, 2020",21,5
Afghanistan,AFG,"Mar 18, 2020",22,1
Afghanistan,AFG,"Mar 19, 2020",22,0
Afghanistan,AFG,"Mar 20, 2020",22,0
Afghanistan,AFG,"Mar 21, 2020",24,2
Afghanistan,AFG,"Mar 22, 2020",24,0
Afghanistan,AFG,"Mar 23, 2020",34,10
Afghanistan,AFG,"Mar 24, 2020",40,6
Afghanistan,AFG,"Mar 25, 2020",42,2
Afghanistan,AFG,"Mar 26, 2020",75,33
Afghanistan,AFG,"Mar 27, 2020",75,0
Afghanistan,AFG,"Mar 28, 2020",91,16
Afghanistan,AFG,"Mar 29, 2020",106,15
Afghanistan,AFG,"Mar 30, 2020",114,8
Afghanistan,AFG,"Mar 31, 2020",141,27
Afghanistan,AFG,"Apr 1, 2020",166,25
Afghanistan,AFG,"Apr 2, 2020",192,26
Afghanistan,AFG,"Apr 3, 2020",235,43
Afghanistan,AFG,"Apr 4, 2020",235,0
Afghanistan,AFG,"Apr 5, 2020",270,35
Afghanistan,AFG,"Apr 6, 2020",299,29
Afghanistan,AFG,"Apr 7, 2020",337,38
Afghanistan,AFG,"Apr 8, 2020",367,30
Afghanistan,AFG,"Apr 9, 2020",423,56
Afghanistan,AFG,"Apr 10, 2020",484,61
Afghanistan,AFG,"Apr 11, 2020",521,37
Afghanistan,AFG,"Apr 12, 2020",555,34
Afghanistan,AFG,"Apr 13, 2020",607,52
Afghanistan,AFG,"Apr 14, 2020",665,58
Afghanistan,AFG,"Apr 15, 2020",714,49
Afghanistan,AFG,"Apr 16, 2020",784,70
Africa,,"Dec 31, 2019",0,0
Africa,,"Jan 1, 2020",0,0
Africa,,"Jan 2, 2020",0,0
Africa,,"Jan 3, 2020",0,0
Africa,,"Jan 4, 2020",0,0
Africa,,"Jan 5, 2020",0,0
Africa,,"Jan 6, 2020",0,0
Africa,,"Jan 7, 2020",0,0
Africa,,"Jan 8, 2020",0,0
Africa,,"Jan 9, 2020",0,0
Africa,,"Jan 10, 2020",0,0
Africa,,"Jan 11, 2020",0,0
Africa,,"Jan 12, 2020",0,0
Africa,,"Jan 13, 2020",0,0
Africa,,"Jan 14, 2020",0,0
Africa,,"Jan 15, 2020",0,0
Africa,,"Jan 16, 2020",0,0
Africa,,"Jan 17, 2020",0,0
Africa,,"Jan 18, 2020",0,0
Africa,,"Jan 19, 2020",0,0
Africa,,"Jan 20, 2020",0,0
Africa,,"Jan 21, 2020",0,0
Africa,,"Jan 22, 2020",0,0
Africa,,"Jan 23, 2020",0,0
Africa,,"Jan 24, 2020",0,0
Africa,,"Jan 25, 2020",0,0
Africa,,"Jan 26, 2020",0,0
Africa,,"Jan 27, 2020",0,0
Africa,,"Jan 28, 2020",0,0
Africa,,"Jan 29, 2020",0,0
Africa,,"Jan 30, 2020",0,0
Africa,,"Jan 31, 2020",0,0
Africa,,"Feb 1, 2020",0,0
Africa,,"Feb 2, 2020",0,0
Africa,,"Feb 3, 2020",0,0
Africa,,"Feb 4, 2020",0,0
Africa,,"Feb 5, 2020",0,0
Africa,,"Feb 6, 2020",0,0
Africa,,"Feb 7, 2020",0,0
Africa,,"Feb 8, 2020",0,0
Africa,,"Feb 9, 2020",0,0
Africa,,"Feb 10, 2020",0,0
Africa,,"Feb 11, 2020",0,0
Africa,,"Feb 12, 2020",0,0
Africa,,"Feb 13, 2020",0,0
Africa,,"Feb 14, 2020",0,0
Africa,,"Feb 15, 2020",1,1
Africa,,"Feb 16, 2020",1,0
Africa,,"Feb 17, 2020",1,0
Africa,,"Feb 18, 2020",1,0
Africa,,"Feb 19, 2020",1,0
Africa,,"Feb 20, 2020",1,0
Africa,,"Feb 21, 2020",1,0
Africa,,"Feb 22, 2020",1,0
Africa,,"Feb 23, 2020",1,0
Africa,,"Feb 24, 2020",1,0
Africa,,"Feb 25, 2020",1,0
Africa,,"Feb 26, 2020",2,1
Africa,,"Feb 27, 2020",2,0
Africa,,"Feb 28, 2020",3,1
Africa,,"Feb 29, 2020",3,0
Africa,,"Mar 1, 2020",3,0
Africa,,"Mar 2, 2020",6,3
Africa,,"Mar 3, 2020",9,3
Africa,,"Mar 4, 2020",11,2
Africa,,"Mar 5, 2020",20,9
Africa,,"Mar 6, 2020",29,9
Africa,,"Mar 7, 2020",43,14
Africa,,"Mar 8, 2020",44,1
Africa,,"Mar 9, 2020",83,39
Africa,,"Mar 10, 2020",95,12
Africa,,"Mar 11, 2020",105,10
Africa,,"Mar 12, 2020",118,13
Africa,,"Mar 13, 2020",158,40
Africa,,"Mar 14, 2020",202,44
Africa,,"Mar 15, 2020",239,37
Africa,,"Mar 16, 2020",324,85
Africa,,"Mar 17, 2020",404,80
Africa,,"Mar 18, 2020",494,90
Africa,,"Mar 19, 2020",634,140
Africa,,"Mar 20, 2020",736,102
Africa,,"Mar 21, 2020",967,231
Africa,,"Mar 22, 2020",1131,164
Africa,,"Mar 23, 2020",1290,159
Africa,,"Mar 24, 2020",1697,407
Africa,,"Mar 25, 2020",2170,473
Africa,,"Mar 26, 2020",2652,482
Africa,,"Mar 27, 2020",3216,564
Africa,,"Mar 28, 2020",3700,484
Africa,,"Mar 29, 2020",4079,379
Africa,,"Mar 30, 2020",4572,493
Africa,,"Mar 31, 2020",5064,492
Africa,,"Apr 1, 2020",5494,430
Africa,,"Apr 2, 2020",6248,754
Africa,,"Apr 3, 2020",6744,496
Africa,,"Apr 4, 2020",7323,579
Africa,,"Apr 5, 2020",8489,1166
Africa,,"Apr 6, 2020",9175,686
Africa,,"Apr 7, 2020",9802,627
Africa,,"Apr 8, 2020",10524,722
Africa,,"Apr 9, 2020",11446,922
Africa,,"Apr 10, 2020",12280,834
Africa,,"Apr 11, 2020",12952,672
Africa,,"Apr 12, 2020",13666,714
Africa,,"Apr 13, 2020",14522,856
Africa,,"Apr 14, 2020",15291,769
Africa,,"Apr 15, 2020",16281,990
Africa,,"Apr 16, 2020",17243,962
Albania,ALB,"Mar 9, 2020",2,2
Albania,ALB,"Mar 10, 2020",6,4
Albania,ALB,"Mar 11, 2020",10,4
Albania,ALB,"Mar 12, 2020",11,1
Albania,ALB,"Mar 13, 2020",23,12
Albania,ALB,"Mar 14, 2020",33,10
Albania,ALB,"Mar 15, 2020",38,5
Albania,ALB,"Mar 16, 2020",42,4
Albania,ALB,"Mar 17, 2020",51,9
Albania,ALB,"Mar 18, 2020",55,4
Albania,ALB,"Mar 19, 2020",59,4
Albania,ALB,"Mar 20, 2020",70,11
Albania,ALB,"Mar 21, 2020",70,0
Albania,ALB,"Mar 22, 2020",76,6
Albania,ALB,"Mar 23, 2020",89,13
Albania,ALB,"Mar 24, 2020",100,11
Albania,ALB,"Mar 25, 2020",123,23
Albania,ALB,"Mar 26, 2020",146,23
Albania,ALB,"Mar 27, 2020",174,28
Albania,ALB,"Mar 28, 2020",186,12
Albania,ALB,"Mar 29, 2020",197,11
Albania,ALB,"Mar 30, 2020",212,15
Albania,ALB,"Mar 31, 2020",223,11
Albania,ALB,"Apr 1, 2020",243,20
Albania,ALB,"Apr 2, 2020",259,16
Albania,ALB,"Apr 3, 2020",277,18
Albania,ALB,"Apr 4, 2020",304,27
Albania,ALB,"Apr 5, 2020",333,29
Albania,ALB,"Apr 6, 2020",361,28
Albania,ALB,"Apr 7, 2020",377,16
Albania,ALB,"Apr 8, 2020",383,6
Albania,ALB,"Apr 9, 2020",400,17
Albania,ALB,"Apr 10, 2020",409,9
Albania,ALB,"Apr 11, 2020",416,7
Albania,ALB,"Apr 12, 2020",433,17
Albania,ALB,"Apr 13, 2020",446,13
Albania,ALB,"Apr 14, 2020",467,21
Albania,ALB,"Apr 15, 2020",475,8
Albania,ALB,"Apr 16, 2020",494,19
Algeria,DZA,"Dec 31, 2019",0,0
Algeria,DZA,"Jan 1, 2020",0,0
Algeria,DZA,"Jan 2, 2020",0,0
Algeria,DZA,"Jan 3, 2020",0,0
Algeria,DZA,"Jan 4, 2020",0,0
Algeria,DZA,"Jan 5, 2020",0,0
Algeria,DZA,"Jan 6, 2020",0,0
Algeria,DZA,"Jan 7, 2020",0,0
Algeria,DZA,"Jan 8, 2020",0,0
Algeria,DZA,"Jan 9, 2020",0,0
Algeria,DZA,"Jan 10, 2020",0,0
Algeria,DZA,"Jan 11, 2020",0,0
Algeria,DZA,"Jan 12, 2020",0,0
Algeria,DZA,"Jan 13, 2020",0,0
Algeria,DZA,"Jan 14, 2020",0,0
Algeria,DZA,"Jan 15, 2020",0,0
Algeria,DZA,"Jan 16, 2020",0,0
Algeria,DZA,"Jan 17, 2020",0,0
Algeria,DZA,"Jan 18, 2020",0,0
Algeria,DZA,"Jan 19, 2020",0,0
Algeria,DZA,"Jan 20, 2020",0,0
Algeria,DZA,"Jan 21, 2020",0,0
Algeria,DZA,"Jan 22, 2020",0,0
Algeria,DZA,"Jan 23, 2020",0,0
Algeria,DZA,"Jan 24, 2020",0,0
Algeria,DZA,"Jan 25, 2020",0,0
Algeria,DZA,"Jan 26, 2020",0,0
Algeria,DZA,"Jan 27, 2020",0,0
Algeria,DZA,"Jan 28, 2020",0,0
Algeria,DZA,"Jan 29, 2020",0,0
Algeria,DZA,"Jan 30, 2020",0,0
Algeria,DZA,"Jan 31, 2020",0,0
Algeria,DZA,"Feb 1, 2020",0,0
Algeria,DZA,"Feb 2, 2020",0,0
Algeria,DZA,"Feb 3, 2020",0,0
Algeria,DZA,"Feb 4, 2020",0,0
Algeria,DZA,"Feb 5, 2020",0,0
Algeria,DZA,"Feb 6, 2020",0,0
Algeria,DZA,"Feb 7, 2020",0,0
Algeria,DZA,"Feb 8, 2020",0,0
Algeria,DZA,"Feb 9, 2020",0,0
Algeria,DZA,"Feb 10, 2020",0,0
Algeria,DZA,"Feb 11, 2020",0,0
Algeria,DZA,"Feb 12, 2020",0,0
Algeria,DZA,"Feb 13, 2020",0,0
Algeria,DZA,"Feb 14, 2020",0,0
Algeria,DZA,"Feb 15, 2020",0,0
Algeria,DZA,"Feb 16, 2020",0,0
Algeria,DZA,"Feb 17, 2020",0,0
Algeria,DZA,"Feb 18, 2020",0,0
Algeria,DZA,"Feb 19, 2020",0,0
Algeria,DZA,"Feb 20, 2020",0,0
Algeria,DZA,"Feb 21, 2020",0,0
Algeria,DZA,"Feb 22, 2020",0,0
Algeria,DZA,"Feb 23, 2020",0,0
Algeria,DZA,"Feb 24, 2020",0,0
Algeria,DZA,"Feb 25, 2020",0,0
Algeria,DZA,"Feb 26, 2020",1,1
Algeria,DZA,"Feb 27, 2020",1,0
Algeria,DZA,"Feb 28, 2020",1,0
Algeria,DZA,"Feb 29, 2020",1,0
Algeria,DZA,"Mar 1, 2020",1,0
Algeria,DZA,"Mar 2, 2020",3,2
Algeria,DZA,"Mar 4, 2020",5,2
Algeria,DZA,"Mar 5, 2020",12,7
Algeria,DZA,"Mar 6, 2020",17,5
Algeria,DZA,"Mar 9, 2020",20,3
Algeria,DZA,"Mar 12, 2020",20,0
Algeria,DZA,"Mar 13, 2020",24,4
Algeria,DZA,"Mar 14, 2020",26,2
Algeria,DZA,"Mar 15, 2020",37,11
Algeria,DZA,"Mar 16, 2020",48,11
Algeria,DZA,"Mar 17, 2020",60,12
Algeria,DZA,"Mar 18, 2020",60,0
Algeria,DZA,"Mar 19, 2020",73,13
Algeria,DZA,"Mar 20, 2020",82,9
Algeria,DZA,"Mar 21, 2020",94,12
Algeria,DZA,"Mar 22, 2020",94,0
Algeria,DZA,"Mar 23, 2020",102,8
Algeria,DZA,"Mar 24, 2020",189,87
Algeria,DZA,"Mar 25, 2020",231,42
Algeria,DZA,"Mar 26, 2020",264,33
Algeria,DZA,"Mar 27, 2020",305,41
Algeria,DZA,"Mar 28, 2020",305,0
Algeria,DZA,"Mar 29, 2020",409,104
Algeria,DZA,"Mar 30, 2020",454,45
Algeria,DZA,"Mar 31, 2020",511,57
Algeria,DZA,"Apr 1, 2020",584,73
Algeria,DZA,"Apr 2, 2020",847,263
Algeria,DZA,"Apr 3, 2020",847,0
Algeria,DZA,"Apr 4, 2020",986,139
Algeria,DZA,"Apr 5, 2020",1300,314
Algeria,DZA,"Apr 6, 2020",1320,20
Algeria,DZA,"Apr 7, 2020",1423,103
Algeria,DZA,"Apr 8, 2020",1468,45
Algeria,DZA,"Apr 9, 2020",1572,104
Algeria,DZA,"Apr 10, 2020",1666,94
Algeria,DZA,"Apr 11, 2020",1761,95
Algeria,DZA,"Apr 12, 2020",1825,64
Algeria,DZA,"Apr 13, 2020",1914,89
Algeria,DZA,"Apr 14, 2020",1983,69
Algeria,DZA,"Apr 15, 2020",2070,87
Algeria,DZA,"Apr 16, 2020",2160,90
Andorra,AND,"Mar 3, 2020",1,1
Andorra,AND,"Mar 14, 2020",2,1
Andorra,AND,"Mar 16, 2020",5,3
Andorra,AND,"Mar 17, 2020",14,9
Andorra,AND,"Mar 18, 2020",14,0
Andorra,AND,"Mar 19, 2020",53,39
Andorra,AND,"Mar 20, 2020",75,22
Andorra,AND,"Mar 21, 2020",75,0
Andorra,AND,"Mar 22, 2020",88,13
Andorra,AND,"Mar 23, 2020",113,25
Andorra,AND,"Mar 24, 2020",133,20
Andorra,AND,"Mar 25, 2020",164,31
Andorra,AND,"Mar 26, 2020",188,24
Andorra,AND,"Mar 27, 2020",224,36
Andorra,AND,"Mar 28, 2020",267,43
Andorra,AND,"Mar 29, 2020",308,41
Andorra,AND,"Mar 30, 2020",334,26
Andorra,AND,"Mar 31, 2020",370,36
Andorra,AND,"Apr 1, 2020",376,6
Andorra,AND,"Apr 2, 2020",390,14
Andorra,AND,"Apr 3, 2020",428,38
Andorra,AND,"Apr 4, 2020",439,11
Andorra,AND,"Apr 5, 2020",466,27
Andorra,AND,"Apr 6, 2020",501,35
Andorra,AND,"Apr 7, 2020",526,25
Andorra,AND,"Apr 8, 2020",545,19
Andorra,AND,"Apr 9, 2020",564,19
Andorra,AND,"Apr 10, 2020",583,19
Andorra,AND,"Apr 11, 2020",601,18
Andorra,AND,"Apr 12, 2020",622,21
Andorra,AND,"Apr 13, 2020",638,16
Andorra,AND,"Apr 14, 2020",646,8
Andorra,AND,"Apr 15, 2020",659,13
Andorra,AND,"Apr 16, 2020",673,14
Angola,AGO,"Mar 22, 2020",2,2
Angola,AGO,"Mar 23, 2020",2,0
Angola,AGO,"Mar 24, 2020",2,0
Angola,AGO,"Mar 25, 2020",2,0
Angola,AGO,"Mar 26, 2020",2,0
Angola,AGO,"Mar 27, 2020",3,1
Angola,AGO,"Mar 28, 2020",4,1
Angola,AGO,"Mar 29, 2020",4,0
Angola,AGO,"Mar 30, 2020",7,3
Angola,AGO,"Mar 31, 2020",7,0
Angola,AGO,"Apr 1, 2020",7,0
Angola,AGO,"Apr 2, 2020",8,1
Angola,AGO,"Apr 3, 2020",8,0
Angola,AGO,"Apr 4, 2020",8,0
Angola,AGO,"Apr 5, 2020",10,2
Angola,AGO,"Apr 6, 2020",14,4
Angola,AGO,"Apr 7, 2020",16,2
Angola,AGO,"Apr 8, 2020",17,1
Angola,AGO,"Apr 9, 2020",19,2
Angola,AGO,"Apr 10, 2020",19,0
Angola,AGO,"Apr 11, 2020",19,0
Angola,AGO,"Apr 12, 2020",19,0
Angola,AGO,"Apr 13, 2020",19,0
Angola,AGO,"Apr 14, 2020",19,0
Angola,AGO,"Apr 15, 2020",19,0
Angola,AGO,"Apr 16, 2020",19,0
Anguilla,AIA,"Mar 27, 2020",2,2
Anguilla,AIA,"Mar 28, 2020",2,0
Anguilla,AIA,"Mar 29, 2020",2,0
Anguilla,AIA,"Mar 30, 2020",2,0
Anguilla,AIA,"Mar 31, 2020",2,0
Anguilla,AIA,"Apr 1, 2020",2,0
Anguilla,AIA,"Apr 2, 2020",2,0
Anguilla,AIA,"Apr 3, 2020",3,1
Anguilla,AIA,"Apr 4, 2020",3,0
Anguilla,AIA,"Apr 5, 2020",3,0
Anguilla,AIA,"Apr 6, 2020",3,0
Anguilla,AIA,"Apr 7, 2020",3,0
Anguilla,AIA,"Apr 8, 2020",3,0
Anguilla,AIA,"Apr 9, 2020",3,0
Anguilla,AIA,"Apr 10, 2020",3,0
Anguilla,AIA,"Apr 11, 2020",3,0
Anguilla,AIA,"Apr 12, 2020",3,0
Anguilla,AIA,"Apr 13, 2020",3,0
Anguilla,AIA,"Apr 14, 2020",3,0
Anguilla,AIA,"Apr 15, 2020",3,0
Anguilla,AIA,"Apr 16, 2020",3,0
Antigua and Barbuda,ATG,"Mar 15, 2020",1,1
Antigua and Barbuda,ATG,"Mar 21, 2020",1,0
Antigua and Barbuda,ATG,"Mar 22, 2020",1,0
Antigua and Barbuda,ATG,"Mar 23, 2020",1,0
Antigua and Barbuda,ATG,"Mar 24, 2020",1,0
Antigua and Barbuda,ATG,"Mar 25, 2020",3,2
Antigua and Barbuda,ATG,"Mar 26, 2020",3,0
Antigua and Barbuda,ATG,"Mar 27, 2020",7,4
Antigua and Barbuda,ATG,"Mar 28, 2020",7,0
Antigua and Barbuda,ATG,"Mar 29, 2020",7,0
Antigua and Barbuda,ATG,"Mar 30, 2020",7,0
Antigua and Barbuda,ATG,"Mar 31, 2020",7,0
Antigua and Barbuda,ATG,"Apr 1, 2020",7,0
Antigua and Barbuda,ATG,"Apr 2, 2020",7,0
Antigua and Barbuda,ATG,"Apr 3, 2020",9,2
Antigua and Barbuda,ATG,"Apr 4, 2020",15,6
Antigua and Barbuda,ATG,"Apr 5, 2020",15,0
Antigua and Barbuda,ATG,"Apr 6, 2020",15,0
Antigua and Barbuda,ATG,"Apr 7, 2020",15,0
Antigua and Barbuda,ATG,"Apr 8, 2020",15,0
Antigua and Barbuda,ATG,"Apr 9, 2020",15,0
Antigua and Barbuda,ATG,"Apr 10, 2020",19,4
Antigua and Barbuda,ATG,"Apr 11, 2020",21,2
Antigua and Barbuda,ATG,"Apr 12, 2020",21,0
Antigua and Barbuda,ATG,"Apr 13, 2020",21,0
Antigua and Barbuda,ATG,"Apr 14, 2020",23,2
Antigua and Barbuda,ATG,"Apr 15, 2020",23,0
Antigua and Barbuda,ATG,"Apr 16, 2020",23,0
Argentina,ARG,"Mar 4, 2020",1,1
Argentina,ARG,"Mar 6, 2020",2,1
Argentina,ARG,"Mar 7, 2020",8,6
Argentina,ARG,"Mar 8, 2020",9,1
Argentina,ARG,"Mar 9, 2020",12,3
Argentina,ARG,"Mar 11, 2020",19,7
Argentina,ARG,"Mar 13, 2020",31,12
Argentina,ARG,"Mar 14, 2020",34,3
Argentina,ARG,"Mar 15, 2020",45,11
Argentina,ARG,"Mar 16, 2020",56,11
Argentina,ARG,"Mar 17, 2020",65,9
Argentina,ARG,"Mar 18, 2020",79,14
Argentina,ARG,"Mar 19, 2020",97,18
Argentina,ARG,"Mar 20, 2020",128,31
Argentina,ARG,"Mar 21, 2020",158,30
Argentina,ARG,"Mar 22, 2020",225,67
Argentina,ARG,"Mar 23, 2020",266,41
Argentina,ARG,"Mar 24, 2020",301,35
Argentina,ARG,"Mar 25, 2020",387,86
Argentina,ARG,"Mar 26, 2020",502,115
Argentina,ARG,"Mar 27, 2020",589,87
Argentina,ARG,"Mar 28, 2020",690,101
Argentina,ARG,"Mar 29, 2020",745,55
Argentina,ARG,"Mar 30, 2020",820,75
Argentina,ARG,"Mar 31, 2020",966,146
Argentina,ARG,"Apr 1, 2020",966,0
Argentina,ARG,"Apr 2, 2020",1133,167
Argentina,ARG,"Apr 3, 2020",1133,0
Argentina,ARG,"Apr 4, 2020",1265,132
Argentina,ARG,"Apr 5, 2020",1451,186
Argentina,ARG,"Apr 6, 2020",1554,103
Argentina,ARG,"Apr 7, 2020",1628,74
Argentina,ARG,"Apr 8, 2020",1715,87
Argentina,ARG,"Apr 9, 2020",1795,80
Argentina,ARG,"Apr 10, 2020",1894,99
Argentina,ARG,"Apr 11, 2020",1975,81
Argentina,ARG,"Apr 12, 2020",2137,162
Argentina,ARG,"Apr 13, 2020",2203,66
Argentina,ARG,"Apr 14, 2020",2272,69
Argentina,ARG,"Apr 15, 2020",2432,160
Argentina,ARG,"Apr 16, 2020",2432,0
Armenia,ARM,"Dec 31, 2019",0,0
Armenia,ARM,"Jan 1, 2020",0,0
Armenia,ARM,"Jan 2, 2020",0,0
Armenia,ARM,"Jan 3, 2020",0,0
Armenia,ARM,"Jan 4, 2020",0,0
Armenia,ARM,"Jan 5, 2020",0,0
Armenia,ARM,"Jan 6, 2020",0,0
Armenia,ARM,"Jan 7, 2020",0,0
Armenia,ARM,"Jan 8, 2020",0,0
Armenia,ARM,"Jan 9, 2020",0,0
Armenia,ARM,"Jan 10, 2020",0,0
Armenia,ARM,"Jan 11, 2020",0,0
Armenia,ARM,"Jan 12, 2020",0,0
Armenia,ARM,"Jan 13, 2020",0,0
Armenia,ARM,"Jan 14, 2020",0,0
Armenia,ARM,"Jan 15, 2020",0,0
Armenia,ARM,"Jan 16, 2020",0,0
Armenia,ARM,"Jan 17, 2020",0,0
Armenia,ARM,"Jan 18, 2020",0,0
Armenia,ARM,"Jan 19, 2020",0,0
Armenia,ARM,"Jan 20, 2020",0,0
Armenia,ARM,"Jan 21, 2020",0,0
Armenia,ARM,"Jan 22, 2020",0,0
Armenia,ARM,"Jan 23, 2020",0,0
Armenia,ARM,"Jan 24, 2020",0,0
Armenia,ARM,"Jan 25, 2020",0,0
Armenia,ARM,"Jan 26, 2020",0,0
Armenia,ARM,"Jan 27, 2020",0,0
Armenia,ARM,"Jan 28, 2020",0,0
Armenia,ARM,"Jan 29, 2020",0,0
Armenia,ARM,"Jan 30, 2020",0,0
Armenia,ARM,"Jan 31, 2020",0,0
Armenia,ARM,"Feb 1, 2020",0,0
Armenia,ARM,"Feb 2, 2020",0,0
Armenia,ARM,"Feb 3, 2020",0,0
Armenia,ARM,"Feb 4, 2020",0,0
Armenia,ARM,"Feb 5, 2020",0,0
Armenia,ARM,"Feb 6, 2020",0,0
Armenia,ARM,"Feb 7, 2020",0,0
Armenia,ARM,"Feb 8, 2020",0,0
Armenia,ARM,"Feb 9, 2020",0,0
Armenia,ARM,"Feb 10, 2020",0,0
Armenia,ARM,"Feb 11, 2020",0,0
Armenia,ARM,"Feb 12, 2020",0,0
Armenia,ARM,"Feb 13, 2020",0,0
Armenia,ARM,"Feb 14, 2020",0,0
Armenia,ARM,"Feb 15, 2020",0,0
Armenia,ARM,"Feb 16, 2020",0,0
Armenia,ARM,"Feb 17, 2020",0,0
Armenia,ARM,"Feb 18, 2020",0,0
Armenia,ARM,"Feb 19, 2020",0,0
Armenia,ARM,"Feb 20, 2020",0,0
Armenia,ARM,"Feb 21, 2020",0,0
Armenia,ARM,"Feb 22, 2020",0,0
Armenia,ARM,"Feb 23, 2020",0,0
Armenia,ARM,"Feb 24, 2020",0,0
Armenia,ARM,"Feb 25, 2020",0,0
Armenia,ARM,"Feb 26, 2020",0,0
Armenia,ARM,"Feb 27, 2020",0,0
Armenia,ARM,"Feb 28, 2020",0,0
Armenia,ARM,"Feb 29, 2020",0,0
Armenia,ARM,"Mar 1, 2020",1,1
Armenia,ARM,"Mar 2, 2020",1,0
Armenia,ARM,"Mar 12, 2020",4,3
Armenia,ARM,"Mar 13, 2020",6,2
Armenia,ARM,"Mar 14, 2020",13,7
Armenia,ARM,"Mar 15, 2020",20,7
Armenia,ARM,"Mar 16, 2020",30,10
Armenia,ARM,"Mar 17, 2020",52,22
Armenia,ARM,"Mar 18, 2020",78,26
Armenia,ARM,"Mar 19, 2020",115,37
Armenia,ARM,"Mar 20, 2020",122,7
Armenia,ARM,"Mar 21, 2020",136,14
Armenia,ARM,"Mar 22, 2020",160,24
Armenia,ARM,"Mar 23, 2020",190,30
Armenia,ARM,"Mar 24, 2020",194,4
Armenia,ARM,"Mar 25, 2020",265,71
Armenia,ARM,"Mar 26, 2020",290,25
Armenia,ARM,"Mar 27, 2020",329,39
Armenia,ARM,"Mar 28, 2020",372,43
Armenia,ARM,"Mar 29, 2020",424,52
Armenia,ARM,"Mar 30, 2020",424,0
Armenia,ARM,"Mar 31, 2020",482,58
Armenia,ARM,"Apr 1, 2020",532,50
Armenia,ARM,"Apr 2, 2020",571,39
Armenia,ARM,"Apr 3, 2020",663,92
