Region,Comuna,Poblacion,Fecha
Valparaiso,Cabildo,20663,0.0
Valparaiso,Calera,53591,5502.0
Valparaiso,Calera,53591,53591
Valparaiso,Calera,53591,6
Valparaiso,Calera,53591,6
Valparaiso,Calera,53591,7
Valparaiso,Calera,53591,7
Valparaiso,Calera,53591,9
Valparaiso,Calera,53591,9
Valparaiso,Calera,53591,9
Valparaiso,Calera,53591,16.8
Valparaiso,Calle Larga,16482,5302.0
Valparaiso,Calle Larga,16482,16482
Valparaiso,Calle Larga,16482,-
Valparaiso,Calle Larga,16482,-
Valparaiso,Calle Larga,16482,-
Valparaiso,Calle Larga,16482,-
Valparaiso,Calle Larga,16482,-
Valparaiso,Calle Larga,16482,-
Valparaiso,Calle Larga,16482,2
Valparaiso,Calle Larga,16482,12.1
Valparaiso,Cartagena,25357,5603.0
Valparaiso,Cartagena,25357,25357
Valparaiso,Cartagena,25357,-
Valparaiso,Cartagena,25357,-
Valparaiso,Cartagena,25357,-
Valparaiso,Cartagena,25357,-
Valparaiso,Cartagena,25357,-
Valparaiso,Cartagena,25357,-
Valparaiso,Cartagena,25357,2
Valparaiso,Cartagena,25357,7.9
Valparaiso,Casablanca,29170,5102.0
Valparaiso,Casablanca,29170,29170
Valparaiso,Casablanca,29170,-
Valparaiso,Casablanca,29170,-
Valparaiso,Casablanca,29170,-
Valparaiso,Casablanca,29170,-
Valparaiso,Casablanca,29170,-
Valparaiso,Casablanca,29170,-
Valparaiso,Casablanca,29170,3
Valparaiso,Casablanca,29170,10.3
Valparaiso,Catemu,15213,5702.0
Valparaiso,Catemu,15213,15213
Valparaiso,Catemu,15213,-
Valparaiso,Catemu,15213,-
Valparaiso,Catemu,15213,-
Valparaiso,Catemu,15213,-
Valparaiso,Catemu,15213,-
Valparaiso,Catemu,15213,-
Valparaiso,Catemu,15213,-
Valparaiso,Catemu,15213,0.0
Valparaiso,Concon,45889,5103.0
Valparaiso,Concon,45889,45889
Valparaiso,Concon,45889,-
Valparaiso,Concon,45889,-
Valparaiso,Concon,45889,7
Valparaiso,Concon,45889,7
Valparaiso,Concon,45889,-
Valparaiso,Concon,45889,-
Valparaiso,Concon,45889,6
Valparaiso,Concon,45889,13.1
Valparaiso,El Quisco,17742,5604.0
Valparaiso,El Quisco,17742,17742
Valparaiso,El Quisco,17742,-
Valparaiso,El Quisco,17742,-
Valparaiso,El Quisco,17742,-
Valparaiso,El Quisco,17742,-
Valparaiso,El Quisco,17742,-
Valparaiso,El Quisco,17742,-
Valparaiso,El Quisco,17742,3
Valparaiso,El Quisco,17742,16.9
Valparaiso,El Tabo,14338,5605.0
Valparaiso,El Tabo,14338,14338
Valparaiso,El Tabo,14338,-
Valparaiso,El Tabo,14338,-
Valparaiso,El Tabo,14338,-
Valparaiso,El Tabo,14338,-
Valparaiso,El Tabo,14338,-
Valparaiso,El Tabo,14338,-
Valparaiso,El Tabo,14338,2
Valparaiso,El Tabo,14338,13.9
Valparaiso,Hijuelas,19099,5503.0
Valparaiso,Hijuelas,19099,19099
Valparaiso,Hijuelas,19099,-
Valparaiso,Hijuelas,19099,-
Valparaiso,Hijuelas,19099,-
Valparaiso,Hijuelas,19099,-
Valparaiso,Hijuelas,19099,-
Valparaiso,Hijuelas,19099,-
Valparaiso,Hijuelas,19099,-
Valparaiso,Hijuelas,19099,0.0
Valparaiso,Isla de Pascua,8277,5201.0
Valparaiso,Isla de Pascua,8277,8277
Valparaiso,Isla de Pascua,8277,-
Valparaiso,Isla de Pascua,8277,5
Valparaiso,Isla de Pascua,8277,5
Valparaiso,Isla de Pascua,8277,5
Valparaiso,Isla de Pascua,8277,5
Valparaiso,Isla de Pascua,8277,6
Valparaiso,Isla de Pascua,8277,6
Valparaiso,Isla de Pascua,8277,72.5
Valparaiso,Juan Fernandez,1033,5104.0
Valparaiso,Juan Fernandez,1033,1033
Valparaiso,Juan Fernandez,1033,-
Valparaiso,Juan Fernandez,1033,-
Valparaiso,Juan Fernandez,1033,-
Valparaiso,Juan Fernandez,1033,-
Valparaiso,Juan Fernandez,1033,-
Valparaiso,Juan Fernandez,1033,-
Valparaiso,Juan Fernandez,1033,-
Valparaiso,Juan Fernandez,1033,0.0
Valparaiso,La Cruz,25321,5504.0
Valparaiso,La Cruz,25321,25321
Valparaiso,La Cruz,25321,-
Valparaiso,La Cruz,25321,-
Valparaiso,La Cruz,25321,-
Valparaiso,La Cruz,25321,-
Valparaiso,La Cruz,25321,-
Valparaiso,La Cruz,25321,-
Valparaiso,La Cruz,25321,5
Valparaiso,La Cruz,25321,19.7
Valparaiso,La Ligua,37739,5401.0
Valparaiso,La Ligua,37739,37739
Valparaiso,La Ligua,37739,-
Valparaiso,La Ligua,37739,-
Valparaiso,La Ligua,37739,-
Valparaiso,La Ligua,37739,-
Valparaiso,La Ligua,37739,-
Valparaiso,La Ligua,37739,-
Valparaiso,La Ligua,37739,2
Valparaiso,La Ligua,37739,5.3
Valparaiso,Limache,49931,5802.0
Valparaiso,Limache,49931,49931
Valparaiso,Limache,49931,-
Valparaiso,Limache,49931,-
Valparaiso,Limache,49931,-
Valparaiso,Limache,49931,4
Valparaiso,Limache,49931,5
Valparaiso,Limache,49931,7
Valparaiso,Limache,49931,8
Valparaiso,Limache,49931,16.0
Valparaiso,Llaillay,26533,5703.0
Valparaiso,Llaillay,26533,26533
Valparaiso,Llaillay,26533,-
Valparaiso,Llaillay,26533,-
Valparaiso,Llaillay,26533,-
Valparaiso,Llaillay,26533,-
Valparaiso,Llaillay,26533,-
Valparaiso,Llaillay,26533,-
Valparaiso,Llaillay,26533,2
Valparaiso,Llaillay,26533,7.5
Valparaiso,Los Andes,68093,5301.0
Valparaiso,Los Andes,68093,68093
Valparaiso,Los Andes,68093,-
Valparaiso,Los Andes,68093,-
Valparaiso,Los Andes,68093,-
Valparaiso,Los Andes,68093,-
Valparaiso,Los Andes,68093,6
Valparaiso,Los Andes,68093,6
Valparaiso,Los Andes,68093,6
Valparaiso,Los Andes,68093,8.8
Valparaiso,Nogales,23490,5506.0
Valparaiso,Nogales,23490,23490
Valparaiso,Nogales,23490,-
Valparaiso,Nogales,23490,-
Valparaiso,Nogales,23490,-
Valparaiso,Nogales,23490,-
Valparaiso,Nogales,23490,-
Valparaiso,Nogales,23490,-
Valparaiso,Nogales,23490,-
Valparaiso,Nogales,23490,0.0
Valparaiso,Olmue,19266,5803.0
Valparaiso,Olmue,19266,19266
Valparaiso,Olmue,19266,-
Valparaiso,Olmue,19266,-
Valparaiso,Olmue,19266,-
Valparaiso,Olmue,19266,-
Valparaiso,Olmue,19266,-
Valparaiso,Olmue,19266,-
Valparaiso,Olmue,19266,1
Valparaiso,Olmue,19266,5.2
Valparaiso,Panquehue,7633,5704.0
Valparaiso,Panquehue,7633,7633
Valparaiso,Panquehue,7633,-
Valparaiso,Panquehue,7633,-
Valparaiso,Panquehue,7633,-
Valparaiso,Panquehue,7633,-
Valparaiso,Panquehue,7633,-
Valparaiso,Panquehue,7633,-
Valparaiso,Panquehue,7633,-
Valparaiso,Panquehue,7633,0.0
Valparaiso,Papudo,6201,5403.0
Valparaiso,Papudo,6201,6201
Valparaiso,Papudo,6201,-
Valparaiso,Papudo,6201,-
Valparaiso,Papudo,6201,-
Valparaiso,Papudo,6201,-
Valparaiso,Papudo,6201,-
Valparaiso,Papudo,6201,-
Valparaiso,Papudo,6201,-
Valparaiso,Papudo,6201,0.0
Valparaiso,Petorca,10558,5404.0
Valparaiso,Petorca,10558,10558
Valparaiso,Petorca,10558,-
Valparaiso,Petorca,10558,-
Valparaiso,Petorca,10558,-
Valparaiso,Petorca,10558,5
Valparaiso,Petorca,10558,4
Valparaiso,Petorca,10558,5
Valparaiso,Petorca,10558,6
Valparaiso,Petorca,10558,56.8
Valparaiso,Puchuncavi,20071,5105.0
Valparaiso,Puchuncavi,20071,20071
Valparaiso,Puchuncavi,20071,-
Valparaiso,Puchuncavi,20071,-
Valparaiso,Puchuncavi,20071,-
Valparaiso,Puchuncavi,20071,-
Valparaiso,Puchuncavi,20071,-
Valparaiso,Puchuncavi,20071,-
Valparaiso,Puchuncavi,20071,-
Valparaiso,Puchuncavi,20071,0.0
Valparaiso,Putaendo,17645,5705.0
Valparaiso,Putaendo,17645,17645
Valparaiso,Putaendo,17645,-
Valparaiso,Putaendo,17645,-
Valparaiso,Putaendo,17645,-
Valparaiso,Putaendo,17645,-
Valparaiso,Putaendo,17645,-
Valparaiso,Putaendo,17645,-
Valparaiso,Putaendo,17645,1
Valparaiso,Putaendo,17645,5.7
Valparaiso,Quillota,97572,5501.0
Valparaiso,Quillota,97572,97572
Valparaiso,Quillota,97572,6
Valparaiso,Quillota,97572,7
Valparaiso,Quillota,97572,9
Valparaiso,Quillota,97572,9
Valparaiso,Quillota,97572,13
Valparaiso,Quillota,97572,13
Valparaiso,Quillota,97572,16
Valparaiso,Quillota,97572,16.4
Valparaiso,Quilpue,167085,5801.0
Valparaiso,Quilpue,167085,167085
Valparaiso,Quilpue,167085,11
Valparaiso,Quilpue,167085,10
Valparaiso,Quilpue,167085,11
Valparaiso,Quilpue,167085,12
Valparaiso,Quilpue,167085,15
Valparaiso,Quilpue,167085,18
Valparaiso,Quilpue,167085,20
Valparaiso,Quilpue,167085,12.0
Valparaiso,Quintero,36135,5107.0
Valparaiso,Quintero,36135,36135
Valparaiso,Quintero,36135,-
Valparaiso,Quintero,36135,-
Valparaiso,Quintero,36135,-
Valparaiso,Quintero,36135,-
Valparaiso,Quintero,36135,-
Valparaiso,Quintero,36135,4
Valparaiso,Quintero,36135,5
Valparaiso,Quintero,36135,13.8
Valparaiso,Rinconada,11263,5303.0
Valparaiso,Rinconada,11263,11263
Valparaiso,Rinconada,11263,-
Valparaiso,Rinconada,11263,-
Valparaiso,Rinconada,11263,-
Valparaiso,Rinconada,11263,-
Valparaiso,Rinconada,11263,-
Valparaiso,Rinconada,11263,-
Valparaiso,Rinconada,11263,2
Valparaiso,Rinconada,11263,17.8
Valparaiso,San Antonio,96761,5601.0
Valparaiso,San Antonio,96761,96761
Valparaiso,San Antonio,96761,-
Valparaiso,San Antonio,96761,4
Valparaiso,San Antonio,96761,8
Valparaiso,San Antonio,96761,9
Valparaiso,San Antonio,96761,9
Valparaiso,San Antonio,96761,13
Valparaiso,San Antonio,96761,17
Valparaiso,San Antonio,96761,17.6
Valparaiso,San Esteban,20643,5304.0
Valparaiso,San Esteban,20643,20643
Valparaiso,San Esteban,20643,-
Valparaiso,San Esteban,20643,-
Valparaiso,San Esteban,20643,-
Valparaiso,San Esteban,20643,-
Valparaiso,San Esteban,20643,-
Valparaiso,San Esteban,20643,-
Valparaiso,San Esteban,20643,-
Valparaiso,San Esteban,20643,0.0
